SalesOrderID,SubTotal,TaxAmt,Freight
63276,45.4935,3.6395,1.1373
63265,554.0328,44.3226,13.8508
63149,61157.893,4892.6314,1528.9473
63318,76.97,6.1576,1.9243
63224,98012.2296,7840.9784,2450.3057
63158,3623.2401,289.8592,90.581
63142,45.8208,3.6657,1.1455
63871,777.34,62.1872,19.4335
63837,2.29,0.1832,0.0573
63848,37.21,2.9768,0.9303
63861,589.96,47.1968,14.749
63858,42.28,3.3824,1.057
63850,106.96,8.5568,2.674
64332,12.94,1.0352,0.3235
64318,49.48,3.9584,1.237
64365,1273.32,101.8656,31.833
64320,29.99,2.3992,0.7498
64322,32.28,2.5824,0.807
64354,2362.27,188.9816,59.0568
64353,2369.97,189.5976,59.2493
64349,37.29,2.9832,0.9323
65175,23569.5271,1885.5622,589.2382
65347,38.88,3.1104,0.972
65159,16309.7122,1304.777,407.7428
65263,51021.9364,4081.7549,1275.5484
65200,56915.6346,4553.2508,1422.8909
65270,1879.8603,150.3888,46.9965
65199,63113.7898,5049.1032,1577.8447
65354,124.99,9.9992,3.1248
65211,6006.8952,480.5516,150.1724
65357,56.97,4.5576,1.4243
65255,37706.8752,3016.55,942.6719
65373,2329.99,186.3992,58.2498
65170,6518.6714,521.4937,162.9668
65316,227.4675,18.1974,5.6867
65345,49.48,3.9584,1.237
65296,6478.5744,518.286,161.9644
65179,534.492,42.7594,13.3623
65256,5799.7347,463.9788,144.9934
65312,57914.3213,4633.1457,1447.858
65343,58.47,4.6776,1.4618
65203,4502.0448,360.1636,112.5511
65252,25392.1413,2031.3713,634.8035
65268,35189.5494,2815.164,879.7387
65372,2334.24,186.7392,58.356
65230,91.8932,7.3515,2.2973
65234,63322.9308,5065.8345,1583.0733
65212,137.8398,11.0272,3.446
65278,45944.3113,3675.5449,1148.6078
65322,7254.982,580.3986,181.3746
65225,806.7528,64.5402,20.1688
65346,96.07,7.6856,2.4018
65258,6236.0127,498.881,155.9003
65849,902.46,72.1968,22.5615
65829,67.97,5.4376,1.6993
65868,1754.98,140.3984,43.8745
65825,64.97,5.1976,1.6243
65843,70.96,5.6768,1.774
65851,2406.95,192.556,60.1738
65852,2354.98,188.3984,58.8745
65864,1170.48,93.6384,29.262
66362,2438.06,195.0448,60.9515
66334,32.6,2.608,0.815
66353,2369.97,189.5976,59.2493
66356,2374.98,189.9984,59.3745
66336,45.22,3.6176,1.1305
67315,8687.2228,694.9778,217.1806
67337,318.4545,25.4764,7.9614
67269,452.7394,36.2192,11.3185
67401,1129.48,90.3584,28.237
67406,1732.26,138.5808,43.3065
67297,113252.4963,9060.1997,2831.3124
67335,2312.6134,185.0091,57.8153
67388,2361.95,188.956,59.0488
67405,1729.97,138.3976,43.2493
67334,59.9326,4.7946,1.4983
67294,66245.5197,5299.6416,1656.138
67310,299.6926,23.9754,7.4923
67322,75997.3582,6079.7887,1899.934
67399,1205.47,96.4376,30.1368
67309,4372.7986,349.8239,109.32
67266,85828.7208,6866.2977,2145.718
67346,50000.0044,4000.0004,1250.0001
67402,1709.98,136.7984,42.7495
67321,60748.8992,4859.9119,1518.7225
67372,163.99,13.1192,4.0998
67300,272.961,21.8369,6.824
67386,2362.27,188.9816,59.0568
67396,563.77,45.1016,14.0943
67379,35.0,2.8,0.875
67265,1655.4936,132.4395,41.3873
67373,31.97,2.5576,0.7993
67955,1754.98,140.3984,43.8745
67949,588.96,47.1168,14.724
67927,26.97,2.1576,0.6743
67953,1760.47,140.8376,44.0118
67919,37.27,2.9816,0.9318
67946,2393.06,191.4448,59.8265
68443,769.49,61.5592,19.2373
68453,2398.05,191.844,59.9513
68413,6.28,0.5024,0.157
68412,120.0,9.6,3.0
68427,75.97,6.0776,1.8993
68426,58.98,4.7184,1.4745
68442,848.47,67.8776,21.2118
68460,1179.47,94.3576,29.4868
68414,28.98,2.3184,0.7245
68417,30.48,2.4384,0.762
68419,58.47,4.6776,1.4618
68444,2376.96,190.1568,59.424
69413,32170.7806,2573.6624,804.2695
69602,12.94,1.0352,0.3235
69524,2316.247,185.2998,57.9062
69591,29.98,2.3984,0.7495
69406,39686.683,3174.9346,992.1671
69552,5960.1819,476.8146,149.0045
69484,2342.9061,187.4325,58.5727
69521,61701.8794,4936.1504,1542.547
69408,61612.5425,4929.0034,1540.3136
69592,71.58,5.7264,1.7895
69421,31674.3104,2533.9448,791.8578
69593,32.6,2.608,0.815
69407,798.1085,63.8487,19.9527
69525,38974.8063,3117.9845,974.3702
69422,85031.3333,6802.5067,2125.7833
69529,1936.1367,154.8909,48.4034
69488,822.009,65.7607,20.5502
69596,215.96,17.2768,5.399
69615,81.46,6.5168,2.0365
69500,2527.2009,202.1761,63.18
69530,534.492,42.7594,13.3623
69420,1834.3668,146.7493,45.8592
69594,191.27,15.3016,4.7818
69618,2341.97,187.3576,58.5493
69471,118804.5539,9504.3643,2970.1138
69475,68177.4996,5454.2,1704.4375
69614,37.29,2.9832,0.9323
69487,6213.4518,497.0761,155.3363
69508,127361.5271,10188.9222,3184.0382
69423,318.4545,25.4764,7.9614
69458,554.0328,44.3226,13.8508
70218,2391.45,191.316,59.7863
70241,1754.98,140.3984,43.8745
70220,2297.28,183.7824,57.432
70179,40.23,3.2184,1.0058
70210,563.96,45.1168,14.099
70214,2405.47,192.4376,60.1368
70177,37.27,2.9816,0.9318
70217,2309.97,184.7976,57.7493
70233,2384.07,190.7256,59.6018
70187,123.98,9.9184,3.0995
70184,12.94,1.0352,0.3235
70809,600.46,48.0368,15.0115
70778,23.97,1.9176,0.5993
70776,49.97,3.9976,1.2493
70816,1120.49,89.6392,28.0123
70780,56.97,4.5576,1.4243
71791,24156.4256,1932.514,603.9106
71935,6634.2961,530.7437,165.8574
71986,624.97,49.9976,15.6243
71886,35545.0942,2843.6075,888.6274
71833,63690.0778,5095.2062,1592.2519
71962,53.99,4.3192,1.3498
71812,31806.3732,2544.5099,795.1593
71941,3719.714,297.5771,92.9929
71982,2319.99,185.5992,57.9998
71861,2199.3862,175.9509,54.9847
71818,55526.0753,4442.086,1388.1519
71925,6499.8932,519.9915,162.4973
71775,2093.3344,167.4668,52.3334
71919,2785.5144,222.8412,69.6379
71972,89.97,7.1976,2.2493
71932,657.304,52.5843,16.4326
71954,58.98,4.7184,1.4745
71862,1468.4338,117.4747,36.7108
71835,64801.7394,5184.1392,1620.0435
71977,46.47,3.7176,1.1618
71777,1147.3478,91.7878,28.6837
71980,2294.99,183.5992,57.3748
71943,42877.1806,3430.1744,1071.9295
71981,2294.99,183.5992,57.3748
71893,49981.0584,3998.4847,1249.5265
71785,36022.7343,2881.8187,900.5684
71790,4802.2446,384.1796,120.0561
71880,38723.8444,3097.9076,968.0961
71836,81644.2102,6531.5368,2041.1053
71904,69684.4668,5574.7573,1742.1117
71856,602.1946,48.1756,15.0549
72563,1268.84,101.5072,31.721
72568,588.96,47.1168,14.724
72522,28.98,2.3184,0.7245
72545,572.26,45.7808,14.3065
72528,44.97,3.5976,1.1243
72530,25.22,2.0176,0.6305
72553,2376.96,190.1568,59.424
72544,160.46,12.8368,4.0115
72548,850.95,68.076,21.2738
73121,93.46,7.4768,2.3365
73152,2389.46,191.1568,59.7365
73156,2396.94,191.7552,59.9235
73169,608.96,48.7168,15.224
73171,624.97,49.9976,15.6243
73159,2312.26,184.9808,57.8065
73125,71.58,5.7264,1.7895
73127,64.97,5.1976,1.6243
73170,548.98,43.9184,13.7245
73130,37.27,2.9816,0.9318
73167,2384.07,190.7256,59.6018
74163,128.47,10.2776,3.2118
74158,97.96,7.8368,2.449
74159,23.78,1.9024,0.5945
74168,123.98,9.9184,3.0995
74434,106.96,8.5568,2.674
74426,25.48,2.0384,0.637
74439,76.97,6.1576,1.9243
74659,110.46,8.8368,2.7615
74688,42.28,3.3824,1.057
43686,4155.9598,332.4768,103.899
43665,17199.2839,1375.9427,429.9821
43671,9760.1695,780.8136,244.0042
43683,51339.3613,4107.1489,1283.484
43669,881.4687,70.5175,22.0367
43664,29312.401,2344.9921,732.81
43866,4890.3356,391.2268,122.2584
43917,25635.232,2050.8186,640.8808
43895,39018.6078,3121.4886,975.4652
43911,23708.1808,1896.6545,592.7045
43914,9780.6712,782.4537,244.5168
43909,30764.0555,2461.1244,769.1014
43869,59182.5878,4734.607,1479.5647
43894,38983.8098,3118.7048,974.5952
43848,21923.9352,1753.9148,548.0984
43849,24624.706,1969.9765,615.6177
43877,24713.954,1977.1163,617.8489
43867,39366.1384,3149.2911,984.1535
43860,13216.0537,1057.2843,330.4013
44109,16619.186,1329.5349,415.4797
44126,17112.8246,1369.026,427.8206
44078,33777.2501,2702.18,844.4313
44100,98558.2649,7884.6612,2463.9566
44121,77908.2533,6232.6603,1947.7063
44075,31734.4314,2538.7545,793.3608
44285,69504.417,5560.3534,1737.6104
44308,14816.4267,1185.3141,370.4107
44312,2516.7535,201.3403,62.9188
44291,5562.2096,444.9768,139.0552
44284,105374.8038,8429.9843,2634.3701
44483,3620.7951,289.6636,90.5199
44510,2099.5056,167.9604,52.4876
44501,23646.0339,1891.6827,591.1508
44540,46439.0065,3715.1205,1160.9752
44516,503.3507,40.2681,12.5838
44511,12191.5827,975.3266,304.7896
44561,50619.1329,4049.5306,1265.4783
44523,89317.6978,7145.4158,2232.9424
44570,70262.9153,5621.0332,1756.5729
44489,12340.8002,987.264,308.52
44514,51197.775,4095.822,1279.9444
44554,891.2004,71.296,22.28
44513,52308.8789,4184.7103,1307.722
44567,56325.7151,4506.0572,1408.1429
44492,81075.5851,6486.0468,2026.8896
44563,57303.3112,4584.2649,1432.5828
44541,60989.9637,4879.1971,1524.7491
44788,104472.3272,8357.7862,2611.8082
44741,4895.9856,391.6788,122.3996
44743,50827.2814,4066.1825,1270.682
44762,111552.1001,8924.168,2788.8025
44794,4859.9856,388.7988,121.4996
44771,83612.7698,6689.0216,2090.3192
44792,41682.3454,3334.5876,1042.0586
44796,16408.5822,1312.6866,410.2146
45041,503.3507,40.2681,12.5838
45064,63623.1063,5089.8485,1590.5777
45043,39085.4472,3126.8358,977.1362
45049,1678.0092,134.2407,41.9502
45068,2559.8049,204.7844,63.9951
45050,5229.0976,418.3278,130.7274
45042,48774.731,3901.9785,1219.3683
45283,34066.1881,2725.295,851.6547
45295,19554.6424,1564.3714,488.8661
45274,80385.1926,6430.8154,2009.6298
45296,29176.9138,2334.1531,729.4228
45338,68571.5304,5485.7224,1714.2883
45273,48761.856,3900.9485,1219.0464
45336,32867.7768,2629.4221,821.6944
45267,4155.9598,332.4768,103.899
45344,69714.2818,5577.1425,1742.857
45320,12228.664,978.2931,305.7166
45292,31.2437,2.4995,0.7811
45294,41267.4898,3301.3992,1031.6872
45303,24472.1402,1957.7712,611.8035
45318,36073.76,2885.9008,901.844
45342,75642.4768,6051.3981,1891.0619
45572,12842.0759,1027.3661,321.0519
45521,23170.1602,1853.6128,579.254
45518,14615.9568,1169.2765,365.3989
45542,67685.9788,5414.8783,1692.1495
45549,60903.4059,4872.2725,1522.5851
45570,38915.8848,3113.2708,972.8971
45564,75382.5207,6030.6017,1884.563
45789,3779.8088,302.3847,94.4952
45790,3483.7828,278.7026,87.0946
45804,48944.8205,3915.5856,1223.6205
45782,48936.2054,3914.8964,1223.4051
45808,5119.6098,409.5688,127.9902
45783,31262.974,2501.0379,781.5744
46030,9793.0212,783.4417,244.8255
46032,37210.3964,2976.8317,930.2599
46053,63534.2155,5082.7372,1588.3554
46098,61757.1056,4940.5684,1543.9276
46042,31423.5209,2513.8817,785.588
46060,54681.316,4374.5053,1367.0329
46105,67656.5979,5412.5278,1691.4149
46102,12320.6949,985.6556,308.0174
46052,29473.2819,2357.8626,736.832
46100,57195.6478,4575.6518,1429.8912
46077,45381.99,3630.5592,1134.5498
46051,39836.4817,3186.9185,995.912
46025,3168.6944,253.4956,79.2174
46080,17095.1933,1367.6155,427.3798
46092,891.2004,71.296,22.28
46382,16408.5822,1312.6866,410.2146
46322,220.2496,17.62,5.5062
46348,54639.5019,4371.1602,1365.9875
46379,8100.2201,648.0176,202.5055
46327,28863.4094,2309.0728,721.5852
46356,70833.2692,5666.6615,1770.8317
46381,1762.9374,141.035,44.0734
46323,6395.6563,511.6525,159.8914
46372,71745.1091,5739.6087,1793.6277
46618,93.7311,7.4985,2.3433
46611,94460.1485,7556.8119,2361.5037
46612,1996.2554,159.7004,49.9064
46647,97673.8589,7813.9087,2441.8465
46613,3569.4338,285.5547,89.2358
46650,5130.1505,410.412,128.2538
46619,77.987,6.239,1.9497
46649,12543.5301,1003.4824,313.5883
46643,135653.7237,10852.2979,3391.3431
46609,2920.271,233.6217,73.0068
46646,1302.4052,104.1924,32.5601
46667,18046.4893,1443.7191,451.1622
47066,69336.7113,5546.9369,1733.4178
47057,19414.7955,1553.1836,485.3699
46990,1140.0954,91.2076,28.5024
46957,90865.811,7269.2649,2271.6453
46958,2950.7014,236.0561,73.7675
47043,258.0824,20.6466,6.4521
46966,49264.4054,3941.1524,1231.6101
46967,58305.0682,4664.4055,1457.6267
46974,48491.0093,3879.2807,1212.2752
47051,25.308,2.0246,0.6327
46978,394.627,31.5702,9.8657
47036,3007.5377,240.603,75.1884
46976,9216.3596,737.3088,230.409
46972,46241.9896,3699.3592,1156.0497
46973,7480.7894,598.4632,187.0197
47005,1575.3721,126.0298,39.3843
46944,93678.0268,7494.2421,2341.9507
47033,113352.4759,9068.1981,2833.8119
47054,51654.3367,4132.3469,1291.3584
47349,1926.0182,154.0815,48.1505
47443,9047.7586,723.8207,226.194
47452,7299.3898,583.9512,182.4847
47367,31953.4398,2556.2752,798.836
47448,2564.0369,205.123,64.1009
47387,48438.0729,3875.0458,1210.9518
47382,80.9089,6.4727,2.0227
47442,297.0759,23.7661,7.4269
47385,3881.9997,310.56,97.05
47368,8065.2233,645.2179,201.6306
47403,65889.4704,5271.1576,1647.2368
47444,10866.2878,869.303,271.6572
47719,11844.8122,947.585,296.1203
47671,40.373,3.2298,1.0093
47701,7669.972,613.5978,191.7493
47665,40.373,3.2298,1.0093
47722,226.8571,18.1486,5.6714
47672,76.5315,6.1225,1.9133
47697,469.0117,37.5209,11.7253
47699,7412.0845,592.9668,185.3021
47694,87555.5186,7004.4415,2188.888
47698,87564.5416,7005.1633,2189.1135
47688,2982.8442,238.6275,74.5711
47667,2449.6033,195.9683,61.2401
47695,123.4675,9.8774,3.0867
47666,90528.2539,7242.2603,2263.2063
47992,52175.3534,4174.0283,1304.3838
48064,109.6828,8.7746,2.7421
47998,13654.8353,1092.3868,341.3709
48057,104134.5193,8330.7615,2603.363
48058,25.308,2.0246,0.6327
48001,43537.4224,3482.9938,1088.4356
47999,41228.407,3298.2726,1030.7102
47985,25.308,2.0246,0.6327
48087,57585.9269,4606.8742,1439.6482
48029,20.1865,1.6149,0.5047
48083,8239.0687,659.1255,205.9767
47997,4949.8589,395.9887,123.7465
48078,2950.7014,236.0561,73.7675
47970,86975.1713,6958.0137,2174.3793
47991,42446.7153,3395.7372,1061.1679
47986,106017.2819,8481.3826,2650.432
48079,52252.0438,4180.1635,1306.3011
48060,1691.2584,135.3007,42.2815
48014,258.0824,20.6466,6.4521
47982,83.3106,6.6648,2.0828
48385,8456.292,676.5034,211.4073
48381,3589.4148,287.1532,89.7354
48328,36242.7108,2899.4169,906.0678
48326,2077.2513,166.1801,51.9313
48310,29829.7714,2386.3817,745.7443
48322,720.315,57.6252,18.0079
48289,784.1659,62.7333,19.6041
48383,3578.7936,286.3035,89.4698
48308,3573.9698,285.9176,89.3492
48347,53232.2863,4258.5829,1330.8072
48387,4970.9236,397.6739,124.2731
48294,2982.8442,238.6275,74.5711
48390,5141.3734,411.3099,128.5343
48782,563.7528,45.1002,14.0938
48741,44477.0259,3558.1621,1111.9256
48746,86458.6137,6916.6891,2161.4653
48789,11838.8088,947.1047,295.9702
48742,49.387,3.951,1.2347
48732,497.6453,39.8116,12.4411
48749,3946.2696,315.7016,98.6567
48743,774.2472,61.9398,19.3562
48765,1769.1174,141.5294,44.2279
48757,76632.1077,6130.5686,1915.8027
48747,10475.6159,838.0493,261.8904
48756,777.5928,62.2074,19.4398
49105,30441.5048,2435.3204,761.0376
49051,1491.4221,119.3138,37.2856
49150,2252.9435,180.2355,56.3236
49043,258.0824,20.6466,6.4521
49143,244.2444,19.5396,6.1061
49053,58516.6217,4681.3297,1462.9155
49136,84092.9562,6727.4365,2102.3239
49167,52080.0501,4166.404,1302.0013
49054,1574.1247,125.93,39.3531
49095,80541.5535,6443.3243,2013.5388
49142,258.0824,20.6466,6.4521
49107,92.3002,7.384,2.3075
49112,6049.5638,483.9651,151.2391
49059,316.5759,25.3261,7.9144
49161,60315.4872,4825.239,1507.8872
49114,39588.436,3167.0749,989.7109
49081,1475.3507,118.0281,36.8838
49163,9246.0274,739.6822,231.1507
49092,23959.629,1916.7703,598.9907
49101,30567.9341,2445.4347,764.1984
49539,4540.8975,363.2718,113.5224
49449,49.387,3.951,1.2347
49503,4137.4706,330.9976,103.4368
49464,41201.4136,3296.1131,1030.0353
49543,258.0824,20.6466,6.4521
49497,12402.5616,992.2049,310.064
49493,5073.7752,405.902,126.8444
49544,500.2215,40.0177,12.5055
49494,22905.5778,1832.4462,572.6394
49548,7892.5392,631.4031,197.3135
49500,647.0509,51.7641,16.1763
49847,315.0891,25.2071,7.8772
49852,8059.1354,644.7308,201.4784
49863,116.987,9.359,2.9247
49858,563.7528,45.1002,14.0938
49883,97.487,7.799,2.4372
49846,307.766,24.6213,7.6942
49850,6396.2456,511.6996,159.9061
49844,91060.5813,7284.8465,2276.5145
49889,8591.3353,687.3068,214.7834
49866,143.3963,11.4717,3.5849
49829,2021.8972,161.7518,50.5474
49875,666.4773,53.3182,16.6619
49826,88905.6748,7112.454,2222.6419
49861,1596.2947,127.7036,39.9074
49849,59386.6124,4750.929,1484.6653
50287,226.8571,18.1486,5.6714
50297,124079.9878,9926.399,3101.9997
50321,53135.6944,4250.8556,1328.3924
50206,72009.9375,5760.795,1800.2484
50240,80.9089,6.4727,2.0227
50316,7990.7732,639.2619,199.7693
50227,183.8049,14.7044,4.5951
50210,44400.0944,3552.0076,1110.0024
50216,1751.5987,140.1279,43.79
50217,39150.6909,3132.0553,978.7673
50215,4540.8975,363.2718,113.5224
50299,1010.2365,80.8189,25.2559
50305,777.5928,62.2074,19.4398
50267,1475.3507,118.0281,36.8838
50270,94218.4198,7537.4736,2355.4605
50314,54891.7048,4391.3364,1372.2926
50241,166.374,13.3099,4.1594
50218,40935.181,3274.8145,1023.3795
50209,36092.9675,2887.4374,902.3242
50207,907.9127,72.633,22.6978
50669,4438.8783,355.1103,110.972
50671,27727.47,2218.1976,693.1868
50715,3475.3626,278.029,86.8841
50758,5385.5988,430.8479,134.64
50754,9916.99,793.3592,247.9248
50693,38533.8358,3082.7069,963.3459
50718,1687.712,135.017,42.1928
50678,20443.9027,1635.5122,511.0976
50750,3324.583,265.9666,83.1146
51123,113184.0181,9054.7214,2829.6005
51184,2394.97,191.5976,59.8743
51097,3304.7856,264.3828,82.6196
51183,1750.98,140.0784,43.7745
51164,820.1163,65.6093,20.5029
51128,1591.4674,127.3174,39.7867
51136,777.5856,62.2068,19.4396
51163,388.7928,31.1034,9.7198
51146,68179.7691,5454.3815,1704.4942
51127,85897.4104,6871.7928,2147.4353
51148,55829.706,4466.3765,1395.7427
51089,89494.4391,7159.5551,2237.361
51145,17602.2363,1408.1789,440.0559
51093,184.8446,14.7876,4.6211
51167,1279.1566,102.3325,31.9789
51138,47550.9429,3804.0754,1188.7736
51452,553.97,44.3176,13.8493
51826,97883.7722,7830.7018,2447.0943
51893,29.99,2.3992,0.7498
51838,47577.3682,3806.1895,1189.4342
51712,36137.7725,2891.0218,903.4443
51865,623.1434,49.8515,15.5786
51821,5208.0453,416.6436,130.2011
51880,22.97,1.8376,0.5743
51723,4158.3233,332.6659,103.9581
51711,123118.9525,9849.5162,3077.9738
51707,964.4314,77.1545,24.1108
51765,3304.7856,264.3828,82.6196
51728,3534.1671,282.7334,88.3542
51721,118311.0932,9464.8875,2957.7773
51789,81199.5902,6495.9672,2029.9898
51792,1009.73,80.7784,25.2433
51783,130340.6317,10427.2505,3258.5158
51863,554.0328,44.3226,13.8508
51915,2479.94,198.3952,61.9985
51802,4062.9312,325.0345,101.5733
51800,3161.7102,252.9368,79.0428
51726,63334.2102,5066.7368,1583.3553
51846,1166.3784,93.3103,29.1595
51920,1145.48,91.6384,28.637
51859,2417.5794,193.4064,60.4395
51830,135620.8741,10849.6699,3390.5219
51911,42.28,3.3824,1.057
51912,35.0,2.8,0.875
51715,45155.5909,3612.4473,1128.8898
51797,38.9536,3.1163,0.9738
51889,75.48,6.0384,1.887
52322,2369.97,189.5976,59.2493
52320,2322.28,185.7824,58.057
52284,7.95,0.636,0.1988
52321,2365.95,189.276,59.1488
52326,548.98,43.9184,13.7245
52714,561.97,44.9576,14.0493
52688,28.99,2.3192,0.7248
52721,1268.84,101.5072,31.721
52690,34.98,2.7984,0.8745
52691,71.58,5.7264,1.7895
53643,64.47,5.1576,1.6118
53623,9251.3585,740.1087,231.284
53605,90469.9926,7237.5994,2261.7498
53522,1817.2728,145.3818,45.4318
53487,1759.212,140.737,43.9803
53493,28510.4656,2280.8372,712.7616
53629,2.29,0.1832,0.0573
53633,132.95,10.636,3.3238
53473,2096.2894,167.7032,52.4072
53613,51466.5465,4117.3237,1286.6637
53569,33631.7026,2690.5362,840.7926
53547,5329.5096,426.3608,133.2377
53603,10538.0049,843.0404,263.4501
53576,53094.753,4247.5802,1327.3688
53451,2203.7022,176.2962,55.0926
53467,6688.6568,535.0925,167.2164
53637,113.47,9.0776,2.8368
53641,148.47,11.8776,3.7118
53617,195.397,15.6318,4.8849
53571,66481.3908,5318.5113,1662.0348
53514,74955.9458,5996.4757,1873.8986
53457,57547.6298,4603.8104,1438.6907
53638,119.98,9.5984,2.9995
53452,69504.252,5560.3402,1737.6063
53500,56140.9958,4491.2797,1403.5249
53518,107045.0519,8563.6042,2676.1263
53649,71.97,5.7576,1.7993
53469,26104.269,2088.3415,652.6067
53578,12141.8845,971.3508,303.5471
53584,4481.3562,358.5085,112.0339
54052,182.78,14.6224,4.5695
54080,42.28,3.3824,1.057
54061,123.98,9.9184,3.0995
54094,2366.96,189.3568,59.174
54493,132.94,10.6352,3.3235
54513,1750.98,140.0784,43.7745
54486,28.99,2.3192,0.7248
55241,72912.5035,5833.0003,1822.8126
55325,57276.9436,4582.1555,1431.9236
55344,64.97,5.1976,1.6243
55277,69295.8909,5543.6713,1732.3973
55278,3850.7076,308.0566,96.2677
55295,11226.7531,898.1402,280.6688
55246,129.8626,10.389,3.2466
55346,64.97,5.1976,1.6243
55291,45535.5243,3642.8419,1138.3881
55269,59686.0916,4774.8873,1492.1523
55368,44.91,3.5928,1.1228
55299,65428.4628,5234.277,1635.7116
55377,548.98,43.9184,13.7245
55273,272.961,21.8369,6.824
55284,4083.9252,326.714,102.0981
55286,4398.8794,351.9104,109.972
55318,837.5182,67.0015,20.938
55271,2135.2164,170.8173,53.3804
55347,71.58,5.7264,1.7895
55289,195.397,15.6318,4.8849
55831,36.27,2.9016,0.9068
55839,9.99,0.7992,0.2498
55842,59.98,4.7984,1.4995
55844,54.96,4.3968,1.374
55854,86.95,6.956,2.1738
56243,49.97,3.9976,1.2493
56272,1174.48,93.9584,29.362
56228,7.95,0.636,0.1988
56256,589.47,47.1576,14.7368
57045,59115.9203,4729.2736,1477.898
57170,3539.531,283.1625,88.4883
57099,64718.2055,5177.4564,1617.9551
57111,5275.6329,422.0506,131.8908
57109,6751.8952,540.1516,168.7974
57090,45.4935,3.6395,1.1373
57105,135225.2998,10818.024,3380.6325
57222,99.47,7.9576,2.4868
57130,34738.2802,2779.0624,868.457
57151,2448.929,195.9143,61.2232
57204,32.27,2.5816,0.8068
57135,6783.6936,542.6955,169.5923
57163,184.8446,14.7876,4.6211
57031,1202.3784,96.1903,30.0595
57136,103494.9662,8279.5973,2587.3742
57046,87806.0415,7024.4833,2195.151
57036,45603.3022,3648.2642,1140.0826
57026,36286.2912,2902.9033,907.1573
57160,34522.8199,2761.8256,863.0705
57235,836.32,66.9056,20.908
57208,78.48,6.2784,1.962
57030,76688.2412,6135.0593,1917.206
57110,6931.1122,554.489,173.2778
57210,103.96,8.3168,2.599
57025,406.7928,32.5434,10.1698
57176,2591.6383,207.3311,64.791
57044,4106.6501,328.532,102.6663
57167,874.692,69.9754,21.8673
57681,561.92,44.9536,14.048
57682,1170.48,93.6384,29.262
57670,2294.99,183.5992,57.3748
57642,31.27,2.5016,0.7818
57662,71.97,5.7576,1.7993
57649,49.97,3.9976,1.2493
57641,21.49,1.7192,0.5373
57648,64.97,5.1976,1.6243
57637,120.0,9.6,3.0
57678,777.34,62.1872,19.4335
57654,30.97,2.4776,0.7743
58088,35.23,2.8184,0.8808
58085,21.49,1.7192,0.5373
58110,2316.97,185.3576,57.9243
58074,166.95,13.356,4.1738
58122,588.96,47.1168,14.724
59019,2386.8583,190.9487,59.6715
58966,2785.5144,222.8412,69.6379
59031,56175.0118,4494.0009,1404.3753
59065,1854.1915,148.3353,46.3548
59059,30528.0254,2442.242,763.2006
59092,2.29,0.1832,0.0573
58962,67982.2806,5438.5824,1699.557
59060,1108.0656,88.6452,27.7016
59050,6573.8802,525.9104,164.347
59066,29935.0196,2394.8016,748.3755
58904,969.3482,77.5479,24.2337
